place,Total_Time,Swim_Time,Bike_Time,Run_Time
55,33190.0,3734.0000000000005,17118.0,12003.0
56,33230.0,3181.0,18148.0,11673.0
57,33240.0,2880.0,17191.0,12945.0
58,33250.0,3519.0,17594.0,11897.0
59,33251.0,3652.0000000000005,17437.0,11808.0
60,33262.0,4631.0,16869.0,11499.0
61,33265.0,3859.0000000000005,16847.0,12255.0
62,33288.0,3397.0,17588.0,12025.0
63,33301.0,3478.0,17742.0,11814.0
64,33303.0,3331.0,17032.0,12734.0
65,33333.0,3279.0,18354.0,11386.0
66,33378.0,3846.0000000000005,17440.0,11759.0
67,33388.0,3798.0000000000005,17138.0,12090.0
68,33428.0,3277.0,17783.0,12140.0
69,33428.0,3632.0,17893.0,11658.0
70,33432.0,3771.0000000000005,16674.0,12703.0
71,33440.0,3509.0,17865.0,11744.0
72,33442.0,3646.0,18058.0,11480.0
73,33532.0,3393.0,17921.0,11919.0
74,33565.0,3908.0000000000005,17870.0,11472.0
75,33655.0,3409.0,17726.0,12339.0
76,33711.0,3409.0,17604.0,12516.0
77,33728.0,3508.0,18284.0,11710.0
78,33748.0,3891.0000000000005,18003.0,11601.0
79,33754.0,3327.0,17399.0,12749.0
80,33761.0,3819.0000000000005,17776.0,11829.0
81,33783.0,3475.0,18379.0,11676.0
82,33802.0,3912.0000000000005,17328.0,12221.0
83,33849.0,3411.0,18276.0,11905.0
84,33863.0,4170.0,18201.0,11131.0
85,33876.0,3445.0,17622.0,12581.0
86,33902.0,3417.0,18113.0,12152.0
87,33906.0,3521.0,18450.0,11572.0
88,33922.0,3500.0,18444.0,11732.0
89,33936.0,3485.0,17723.0,12532.0
90,33943.0,3416.0,17950.0,12131.0
91,33988.0,3710.0000000000005,18048.0,12004.0
92,33990.0,4073.0000000000005,17433.0,12153.0
93,33993.0,3420.0,17648.0,12714.0
94,34006.0,4001.0000000000005,17638.0,12035.0
95,34027.0,4352.0,16952.0,12452.0
96,34033.0,3411.0,18039.0,12276.0
97,34033.0,3427.0,17753.0,12586.0
98,34038.0,4391.0,17748.0,11487.0
99,34040.0,3444.0,18682.0,11695.0
100,34064.0,3827.0000000000005,18274.0,11682.0
101,34068.0,3360.0,17872.0,12572.0
102,34075.0,3543.0,17576.0,12736.0
103,34119.0,3955.0000000000005,17908.0,11987.0
104,34150.0,3439.0,18360.0,12118.0
105,34152.0,4315.0,18956.0,10580.0
